,Dates,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018
AAL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.25,36.6,42.96,35.5713,53.9015,53.1558,40.3027,39.2804,42.9334,41.6919,28.8643,37.4383,47.8676,43.4605,51.8134,49.0001,53.8016,53.8372,39.4241,43.0358,33.5289
APA US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,11.9118,11.4531,12.9021,11.7829,14.4458,13.0476,15.4999,14.8133,14.4016,19.0307,15.5946,16.376,14.0678,12.0048,11.3649,11.7306,17.5873,19.5096,16.7178,22.5497,26.6574,26.799,31.8385,26.1797,23.0623,19.5405,25.0862,28.6689,29.0219,30.0752,28.8809,32.9051,34.7318,37.074,43.4367,46.3087,46.7799,53.8958,54.4735,66.0577,69.7908,81.361,74.236,71.0718,74.1449,68.7639,72.527,77.2722,89.3552,98.7978,118.156,133.078,153.2636,115.1362,82.4407,71.0443,80.1624,102.2255,115.0146,113.3123,94.1186,109.4746,133.7111,146.9982,138.714,90.3128,102.1204,113.4114,99.4238,98.0088,89.1457,87.8072,95.667,97.3944,98.525,95.3227,115.968,108.4628,72.6607,70.2384,67.3323,45.988,52.5082,58.049,66.5102,76.6563,76.4723,62.1637,58.273,55.9625,51.8987,47.5581,58.1277,59.6055,33.0173
NKTR US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,4,6,4.875,7.625,9.25,6.4375,7.5625,9.5625,12.375,15.6875,13,13.5625,12.375,14,16.5,13.5625,11.9063,15.1875,21.2813,37.25,50.7344,56.375,50.5,21.375,23,13.3,18.55,10.55,9.49,5.028,8.08,6.32,9.17,12.8,13.61,21.52,19.96,14.48,20.24,13.94,16.83,16.95,16.46,20.38,18.34,14.41,15.21,13.06,9.49,8.83,6.71,6.94,3.35,3.59,5.56,5.39,6.48,9.74,9.32,15.21,12.1,14.77,12.85,9.47,7.27,4.85,5.595,7.92,8.07,10.675,7.41,11,11.55,10.445,11.35,12.12,12.82,12.07,15.5,11,12.51,10.96,16.85,13.75,14.23,17.18,12.27,23.47,19.55,24,59.72,106.26,48.83,60.96,32.87
CFG US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23.42,24.9653,24.332,27.6446,24.2435,26.72,21.4797,20.5918,25.6042,37.0876,36.1026,37.424,39.9249,44.4675,44.6806,41.6249,41.5519,32.2665
KEY US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,16.0859,17.7638,18.9924,20.4425,20.7098,23.737,27.4412,26.6982,30.8405,35.3663,39.6067,42.5905,40.3751,33.001,36.8395,35.1782,37.5631,30.4414,26.3536,23.0041,21.6362,31.5252,35.2981,32.9024,33.6265,31.5087,32.1744,35.645,36.9183,34.153,34.7809,31.6127,35.8164,36.6504,42.4867,44.312,44.1586,47.1442,51.0477,49.3464,50.9085,50.0202,51.5708,58.1683,56.9402,60.3092,61.8402,61.4987,56.922,54.1748,39.8673,37.9518,19.3001,21.3236,15.3172,14.2748,9.5234,11.8311,10.1201,14.1514,14.059,14.5718,16.2227,16.2952,15.3412,10.9722,14.2927,15.857,14.5349,16.5111,16.0007,19.0286,21.2011,21.9912,25.9995,27.7034,28.0148,26.1852,27.4364,28.08,29.9386,26.0733,26.585,22.4072,22.577,25.0481,37.7874,36.9408,39.1392,39.5186,42.6003,41.4955,41.7226,42.8094,32.1064
MU US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,27.533,39.7666,19.8911,15.8752,13.0074,15.3324,14.6412,20.2966,20.1081,17.4375,13.0388,14.6098,12.4733,15.301,25.4178,24.2239,20.3594,33.4296,39.2735,63.3404,88.5383,46.2485,35.6918,41.7544,41.322,18.9317,31.1675,33.0777,20.3292,12.4368,9.7926,8.184,11.6928,13.4925,13.5428,16.8003,15.3927,12.095,12.4167,10.3959,10.2652,13.3719,13.3819,14.7995,15.1414,17.494,14.0354,12.1453,12.5977,11.16,7.2892,6.0023,6.0324,4.0719,2.6543,4.0819,5.0873,8.2443,10.6171,10.426,8.5359,7.249,8.0633,11.532,7.5204,5.0672,6.324,8.1387,6.3441,6.0123,6.3743,10.0289,14.4074,17.5634,21.8675,23.7878,33.128,34.4451,35.1991,27.2766,18.9418,15.0609,14.2365,10.5266,13.8343,17.8761,22.0384,29.0561,30.0213,39.5425,41.3422,52.4217,52.7233,45.4744,31.9014
DISH US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,1.7159,1.6315,2.7286,3.7975,3.1787,3.0662,2.4754,2.3067,1.7581,2.7286,1.8847,2.4754,2.7075,2.7005,5.4431,9.1844,17.2648,20.4364,43.8828,71.1126,29.8037,47.4834,20.4786,24.9232,29.1832,20.9467,24.7274,25.4925,16.707,15.5728,20.0375,25.9966,31.1635,34.4851,30.5964,29.4802,27.6799,28.013,30.8561,27.1441,27.9885,27.441,25.2231,27.7194,28.5917,30.3828,35.2919,40.3031,40.2474,43.4398,35.0042,29.6186,30.1857,21.6496,11.433,11.4536,16.7114,19.8557,23.5634,23.6201,20.591,21.7936,22.3041,27.6362,34.7948,28.419,34.9817,40.4475,35.0676,37.5979,45.9289,47.8216,53.6511,56.7929,73.0825,78.4956,82.1169,81.486,91.9714,88.4006,85.4354,73.6125,72.1488,58.3701,66.1175,69.1205,73.0952,80.1107,79.1896,68.4266,60.2502,47.809,42.4086,45.1214,31.5068
VIAB US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,41.15,38.8,35.84,37.18,41.03,41.11,41.63,38.97,43.92,39.62,30.54,24.84,19.06,17.38,22.7,28.04,29.73,34.38,31.5018,36.5134,40.1221,47.2823,52.1105,39.8048,46.9294,49.3033,49.1372,56.3061,55.6944,65.2103,72.4895,89.3844,93.7514,91.5392,93.7692,83.5281,82.0629,74.8393,71.249,47.9914,46.2184,46.8301,47.5019,43.8854,40.6612,54.2567,39.2886,32.8206,36.5665,37.0891,36.2635,40.864,31.3258
PHM US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,3.5168,3.5716,4.2401,3.3968,3.3882,3.2537,3.912,3.7282,4.4132,4.8923,5.356,5.9648,7.6758,6.3518,7.1659,5.3717,5.9625,5.6331,5.839,5.4299,5.631,8.6095,11.0177,10.5664,11.1579,8.0335,11.7187,12.5626,15.1022,11.2108,12.599,13.2099,16.251,17.9353,24.7162,29.3835,27.5238,32.4907,33.8039,39.0393,44.6967,45.5825,41.8419,40.8873,30.6822,33.998,35.3854,28.3092,24.0577,14.6207,11.3675,15.7437,10.4581,15.2112,11.943,11.943,9.6484,12.0086,10.9268,12.2927,9.0474,9.5719,8.217,8.0858,8.3699,4.3161,6.8948,9.6702,11.6917,16.9366,19.8431,22.1159,20.7282,18.136,22.4518,21.2033,22.3318,19.6138,23.9271,24.8799,22.6477,21.2917,20.2095,21.3261,22.3184,23.0538,21.2452,27.3269,28.5734,31.9437,38.9666,34.6675,33.8952,29.3016,30.8767
EQT US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,4.0085,4.1412,4.4315,4.1897,4.0861,4.1665,4.3935,4.5656,4.2719,4.7898,5.4295,5.1488,4.7666,4.0259,4.6584,4.2158,6.1701,6.2295,5.5445,7.5112,8.1412,10.748,11.3753,11.8147,11.4534,10.3676,11.8276,12.1481,12.0264,12.1729,12.4067,13.3427,14.5667,14.8073,15.5759,16.2312,19.0479,20.1564,22.667,21.6058,25.758,29.7716,28.1224,28.1507,25.9915,27.3065,32.7647,38.1121,39.2563,41.2572,42.5488,47.2144,55.5296,29.6239,27.2809,25.6316,28.727,35.2532,36.5373,34.2851,30.3781,30.484,38.1272,42.6219,45.0591,45.9466,47.344,41.8404,46.7495,51.6334,51.8058,59.5384,69.7771,78.0248,78.9849,85.3373,94.103,80.6075,66.6804,73.0229,71.6986,57.1145,45.9891,59.367,68.3727,64.1535,57.8024,54.0272,51.835,57.7459,50.4046,42.0983,48.9231,39.2383,30.8413
BHF US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,60.8,58.64,51.4,40.07,44.24,30.48
PWR US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.1667,9.7917,8.2083,14.7083,16.9583,29.3333,19.5417,18.8333,40.4583,55,28.375,32.1875,22.32,22.04,14.25,15.43,17.29,9.87,2.08,3.5,3.2,7.1,8.27,7.3,7.08,6.22,6.05,8,7.63,8.8,12.76,13.17,16.02,17.33,16.86,19.67,25.22,30.67,26.45,26.24,23.17,33.27,27.01,19.8,21.45,23.13,22.13,20.84,19.16,20.65,19.08,19.92,22.43,20.2,18.79,21.54,20.9,24.07,24.7,27.29,28.58,26.46,27.51,31.56,36.9,34.58,36.29,28.39,28.53,28.82,24.21,20.25,22.56,23.12,27.99,34.85,37.11,32.92,37.37,39.11,34.35,33.4,33.38,30.14
MYL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,9.1394,8.9897,10.5151,9.4151,7.808,7.7137,7.5062,6.6771,6.695,10.2024,9.539,10.4963,13.8223,13.4983,14.4333,12.5901,12.1791,8.464,11.6204,12.7067,8.3945,12.4939,11.7005,12.0275,13.1069,15.2182,17.5136,13.777,14.6805,15.35,16.387,20.2724,24.5407,27.3033,26.7982,24.1456,21.5431,19.1813,18.8725,18.9473,20.6364,20.7237,21.541,25.3167,21.7012,21.9076,21.788,23.1417,19.9771,17.528,15.4413,12.7396,13.2558,12.5419,10.8616,14.7274,14.3321,17.5829,20.2406,24.9411,18.7141,20.658,23.2059,24.8862,27.0937,18.6592,23.5683,25.7538,23.4695,26.7661,30.1468,31.7996,34.0785,41.92,47.6638,53.6272,56.6254,49.9591,61.908,65.1808,74.5268,44.2153,59.382,50.9036,47.4881,41.8651,41.898,42.8205,42.6338,34.4519,46.4667,45.2147,39.6905,40.1957,30.0919
XRX US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,52.1794,60.1734,61.6845,56.8731,73.1349,73.6863,72.7358,79.0117,110.1007,117.9965,103.9627,150.3741,144.0846,120.613,168.4865,152.9787,169.8678,121.1125,66.0144,76.3546,61.3861,44.8938,13.9429,18.2074,29.0894,23.5572,31.673,32.6761,21.1863,15.0462,24.4691,26.4449,32.1898,31.1867,41.947,44.2876,44.0748,42.7981,51.7043,46.0505,41.9166,41.4911,44.5307,46.2025,42.2814,47.2968,51.5219,51.3395,56.1725,52.7074,49.341,45.7524,41.5725,35.476,24.6634,14.1975,20.3493,24.4406,26.8465,31.0752,25.7502,33.2821,37.1799,34.5092,33.8736,22.8119,26.1922,26.7074,26.174,24.5545,22.9577,29.1436,30.9338,35.2891,41.9332,39.1586,43.3274,46.2969,48.7159,45.417,37.8457,34.8603,38.3339,40.5332,34.7622,37.3919,32.4927,41.8343,41.286,48.1921,42.5571,42.381,35.7082,40.5157,30.051
NOV US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.9281,7.2097,12.955,16.8555,15.4051,14.8419,12.0819,5.5763,5.0412,5.2102,6.3085,7.4069,7.0689,13.9125,14.8208,14.0815,17.4329,15.6045,12.0763,6.5338,9.287,11.4139,9.4853,8.7328,9.8413,10.0891,9.9134,8.174,10.0756,12.7432,14.1896,14.807,15.9019,21.0434,21.4219,29.65,28.2531,28.893,28.5325,26.3831,27.5682,35.0528,46.9713,65.1128,66.2033,52.6129,79.9558,45.268,22.0257,25.8739,29.4337,38.8694,40.7506,37.5922,30.7223,41.4167,62.7437,74.0622,73.1845,48.0087,63.8339,74.7238,60.7013,75.5706,64.5991,66.9962,65.4894,74.4887,76.0838,74.7463,88.2393,82.0026,71.0934,54.7314,53.3535,42.0997,37.9126,35.7231,38.7044,42.3239,43.1881,46.304,38.1038,41.392,41.7924,42.7679,50.4843,50.1687,29.9783
HPQ US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,6.6329,7.4413,7.4941,8.4388,8.9536,8.7844,9.0759,9.6606,10.1625,12.6491,11.3673,11.5751,10.9664,9.7257,12.5808,12.5177,18.5832,16.8061,21.0973,24.6138,29.7513,23.146,15.1015,15.0008,13.761,7.7611,9.9706,8.7424,7.4797,5.746,8.5838,7.7263,10.6229,9.6943,11.5438,11.5208,10.6825,9.5336,10.7035,11.243,12.0879,15.0568,14.8022,17.0509,16.4626,19.108,21.4944,20.988,23.3712,26.1217,26.5245,24.0329,23.3088,24.4217,19.2106,17.0246,20.5679,25.1672,27.5028,28.4218,23.1833,22.5823,22.6418,22.0765,19.6819,12.2035,14.0642,13.0755,11.1023,9.4898,8.0006,13.4689,14.0944,12.0065,16.0902,18.6993,19.5543,20.682,23.4965,18.3331,17.7515,15.2476,15.6853,16.5001,16.9681,21.1769,20.4056,24.7743,24.4011,28.0528,29.7246,31.1949,32.4812,37.0985,29.6635
JNPR US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.8333,30.3438,56.6667,131.7813,145.5625,218.9375,126.0625,37.96,31.1,9.7,18.95,12.62,5.65,4.8,6.8,8.17,12.47,15,18.68,26.02,24.57,23.6,27.19,22.06,25.18,23.8,22.3,19.12,15.99,17.28,18.94,19.68,25.17,36.61,33.2,25,22.18,21.07,17.51,15.05,23.6,27.02,26.67,30.68,22.82,30.35,36.92,42.08,31.5,17.26,20.41,22.88,16.31,17.11,19.67,18.54,19.31,19.86,22.57,25.76,24.54,22.2456,22.5174,22.875,26.4039,26.2402,28.2623,26.2283,23.2237,24.9518,29.417,29.0716,29.2232,29.2764,30.0892,25.8668,29.349,32.2815,29.1693
IVZ US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,6.9568,7.8138,8.091,7.1676,7.6392,9.1619,11.2008,12.1727,14.2006,18.1453,22.5106,20.8088,12.3693,16.4213,21.8329,19.9864,17.7148,24.4492,30.7237,34.1287,48.4151,47.4872,31.844,38.0261,23.6731,32.0128,30.6008,18.2725,10.8726,14.1523,10.266,16.0291,17.5993,17.0779,17.7991,16.3521,13.0087,14.8942,15.2575,14.4514,15.8396,18.7085,23.1684,22.7139,27.1323,30.5115,27.3552,32.2824,34.3107,39.4385,30.9109,30.5368,26.8201,18.6201,18.0333,23.3383,29.971,31.0658,29.1282,22.5071,28.5615,32.5343,34.7017,31.9268,21.3215,27.7895,37.0736,31.6616,35.2636,37.0895,41.4262,45.7845,46.2597,53.1363,54.3682,55.86,58.7891,59.2151,59.8461,56.9076,47.7492,51.6251,47.9261,40.1635,49.6375,48.5962,49.49,57.3668,57.6121,60.5831,53.5364,44.8949,39.1539,29.0583
EBAY US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.7902,4.2307,7.224,7.9638,7.4213,6.5861,9.2593,5.7147,7.2273,3.4722,3.8076,7.2065,4.8138,7.0392,5.9596,6.4836,5.5566,7.136,8.9763,10.9428,11.2879,13.5965,14.5792,19.3499,19.3478,24.4825,15.6819,13.8932,17.3402,18.1903,16.4142,12.3275,11.9361,12.6558,13.9521,13.5439,16.4227,13.9689,12.559,11.5026,9.4192,5.8755,5.2862,7.2096,9.9327,9.9033,11.35,8.2534,10.2694,11.713,13.0641,13.5817,12.4117,12.7652,15.5304,17.6811,20.3579,21.4638,22.82,21.7678,23.4829,23.0915,23.2493,21.0692,23.8343,23.6197,24.2762,25.3537,24.44,27.48,23.86,23.41,32.9,29.69,33.57,34.92,38.46,37.74,40.24,36.26,33.02,28.07
IPG US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,12.6055,13.4148,14.6977,16.0691,15.9994,16.1873,16.3289,18.1948,21.2185,26.7088,25.9988,32.503,31.8323,28.3573,42.0171,41.1092,45.8354,43.6154,61.2925,50.3041,45.8837,36.4368,45.6367,36.9152,31.6194,22.0526,32.0358,37.3029,27.02,17.3831,15.542,10.2657,14.7693,15.5862,17.2199,16.977,15.1557,11.6896,14.7914,13.5551,13.4447,12.8487,10.652,10.5527,9.217,10.928,13.511,13.5882,12.5837,11.4578,8.9521,9.2833,9.493,8.5547,4.3712,4.5478,5.5744,8.3009,8.1463,9.1839,7.8704,11.0715,11.7228,13.9389,13.9357,8.0872,11.0031,12.9707,12.4033,12.7832,12.7391,15.1495,17.0086,20.1778,20.8782,20.3275,23.2532,21.9398,24.9904,26.7569,23.4465,23.4218,28.6505,28.4428,28.8098,28.0548,29.5664,31.259,31.5212,26.8814,26.304,30.3184,31.1452,30.6612,27.9052
GT US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,41.6096,40.0754,46.4698,52.4964,49.6453,47.9711,53.7437,55.0739,66.9094,72.9737,67.8743,81.1604,69.3423,55.7269,54.8832,54.5304,64.6846,53.2132,31.2824,26.3418,22.8459,20.8252,27.045,28.4077,33.7573,22.4648,29.2005,31.5107,23.1849,11.1056,8.6545,6.5703,6.672,8.3495,9.9889,10.8531,11.5521,13.649,18.6307,16.9659,18.9357,19.8126,22.0875,18.402,14.1065,18.4274,26.6753,39.638,44.1749,38.6467,35.8635,32.7881,22.6593,19.4568,7.587,7.9556,14.3098,21.6427,17.9191,16.0636,12.6323,13.6617,15.0596,19.0374,21.3122,12.8229,18.008,14.259,15.0088,15.4917,17.5505,16.0191,19.4428,28.532,30.3806,33.357,35.5339,28.957,36.726,34.8954,38.9337,37.9512,42.366,42.8758,33.4376,42.1927,40.4672,47.3427,46.1047,43.9845,42.9366,35.464,31.2477,31.5633,27.7512
NLSN US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.31,31.16,26.08,29.69,30.14,26.22,29.98,30.59,35.989,33.9073,37.0088,46.8252,45.7335,49.8705,45.9109,46.6066,46.6988,47.2021,47.1925,49.7431,56.5229,56.1062,58.1725,45.8854,45.5011,42.9585,46.4532,41.1805,36.3325,35.762,32.4112,27.7209
DVN US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,10.7813,10.9834,12.8191,11.831,12.3496,12.8697,17.5653,15.1876,18.6317,22.3327,19.568,19.7855,17.8074,16.8138,15.6921,14.1207,18.3728,21.2827,16.9108,25.0087,28.863,31.0285,31.4806,30.0742,27.153,17.8122,20.0432,25.0587,25.6102,25.1011,23.9034,25.1379,27.8663,25.1729,29.9384,30.4586,34.6278,37.3101,40.9508,50.3224,53.4935,72.5372,66.1649,64.8386,64.1797,67.2036,71.4988,73.943,83.7795,89.189,95.459,112.1863,129.3866,98.3668,71.0335,48.4858,59.272,73.4038,80.3311,70.5745,66.8864,71.2648,86.6097,101.4217,87.2897,61.5679,69.0377,79.4126,64.9815,68.0148,58.7251,63.8965,58.9918,65.9223,70.8738,76.9376,91.5588,78.8877,71.1351,70.38,69.6878,43.7164,37.9869,32.8892,43.5216,53.0356,54.9796,50.298,38.6124,44.4156,50.1692,38.5945,53.4718,48.677,27.5525
F US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,19.3917,20.5048,19.2473,23.19,22.0538,21.5406,22.5071,22.1558,27.1585,32.5791,35.3836,47.6209,65.8774,52.8611,66.6014,64.8224,64.9889,58.3757,62.501,54.4044,53.4946,53.9853,50.1806,60.8511,53.6663,38.3817,35.1008,37.0646,36.1833,22.3268,21.4393,17.5205,25.8537,25.5741,38.2987,32.6906,37.9446,34.2895,36.0009,28.0701,25.6472,24.9254,19.7589,20.6082,18.1997,21.4054,19.8708,20.8762,24.9244,22.4637,17.8069,15.1346,12.7268,13.7587,6.0591,6.9587,16.0606,19.077,26.4591,33.259,26.6707,32.3859,44.4248,39.4505,36.487,25.5859,28.4699,33.1428,25.5911,26.4571,34.9041,35.7004,42.3127,46.4153,42.6982,43.5222,48.4699,41.8795,44.2843,46.5912,43.7349,39.9291,41.8746,41.4755,39.0423,37.8951,38.5655,37.6041,36.6371,39.6933,41.9311,38.1341,38.6211,32.7299,27.5513
