,Unnamed: 0,Dates,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018
0,MMM US  EQUITY,NET_OPERATING_ASSETS,-1.3435459328369095,-1.334526021500536,-1.261038039470514,-1.1070594766333437,-0.8123598278970806,-0.8903715189548054,-0.8203387708404511,-0.7882655426626108,-0.7940859485041969,-0.6653636190070962,-0.7683543527021158,-0.7740679794660322,-0.7871742194078033,-0.7368292848398009,-0.8056427793187155,-0.6815652005413595,-0.5907443710807493,-0.5395607004810299,-0.5833699465089994,-0.4687648419357039,-0.48749524909670405,-0.44905531095235085,-0.5058863286230745,-0.4217492953340765,-0.38694844409927986,-0.349995413401861,-0.3662723048240576,-0.2580990026280956,-0.26447854580029767,-0.24480908787123887,-0.24248863379708804,-0.24353246345636345,-0.19966060438301078,-0.261216962435949,-0.2134195830967186,-0.2130796046297947,-0.18739995669642098,-0.21897154218164763,-0.3233646289224459,-0.33175638648127126,-0.2933411407044478,-0.44136834017209875,-0.4293768070749868,-0.4395367169809139,-0.41381999778331063,-0.4441454397321208,-0.2769308989160742,-0.29318458305567063,-0.3204686391157435,-0.3718463779854742,-0.40350900115165605,-0.48738560323489716,-0.5664610695844743,-0.5334728788874622,-0.4829527859424565,-0.45860075338276746,-0.44166908491692,-0.5021922477357625,-0.4731865571791591,-0.40322848292440155,-0.3847799592524856,-0.43718183367433344,-0.501688989373827,-0.6133625535857838,-0.5879342174157774,-0.5747706652054936,-0.4331135471625522,-0.4773476417965038,-0.4309331859454267,-0.43513250794954345,-0.4800785674986277,-0.45578374708331315,-0.43695027624411664,-0.4802345165173308,-0.43597168994385427,-0.4927984413042564,-0.4869502958110701,-0.41516484254205055,-0.21873964360052794,-0.241692114350846,-0.21976280782921076,-0.43735267379032305,-0.36306271995302825,-0.377895966657797,-0.3567007300736052,-0.3276499061907998,-0.19946801371435244,-0.2432083492089977,-0.20218781043822442,-0.18225327514027906,-0.22518595927716445,-0.26360611451215427,-0.22140939956018818,-0.19994334514693932,-0.12213656697647099
1,AOS US  EQUITY,NET_OPERATING_ASSETS,0.6552158187076494,0.663365222465733,0.6417911605957427,0.630009210818864,0.6401202829174218,0.6333681003656578,0.6327818702844323,0.584576668643449,0.6975627259663647,0.7011676459159755,0.7153464364957273,0.7101891143935727,0.7176932334548236,0.7075662441873941,0.7262399407127327,0.7197003297681623,0.7279073998773982,0.6880818841530582,0.69134269066378,0.6854767200273197,0.6954691725577724,0.7153647542638498,0.7182010353290171,0.7116623951678968,0.7120149946991116,0.7107376001047073,0.7030116284532408,0.7064760284863717,0.7010978032839945,0.6710602676523494,0.6526954338894052,0.6576725411330112,0.6400131094628481,0.6726064959698012,0.6616775875959654,0.6580518980625051,0.6634023854947929,0.6654706903952959,0.6813943433148247,0.6909317427655937,0.7088227190472164,0.7143612516975757,0.7131361213657724,0.7287418676785982,0.6827559081595262,0.6880436739008051,0.6932899558636784,0.7207043107175448,0.7326128394035011,0.7467981210270901,0.7449504324539648,0.7711472215579123,0.7804480022606555,0.782139876560724,0.7808893132941352,0.7799223135406635,0.7821343592902958,0.7894119960439732,0.7950706286355356,0.7698682519143445,0.7709342249756301,0.7770731836417636,0.7861828543009175,0.7760152132415137,0.7788126490614049,0.8104934759889755,0.8128983902378045,0.8181773745382569,0.8180250781428519,0.8014944491823317,0.8299169949411842,0.8327074700608635,0.843102840793944,0.8508628045122798,0.8600863613530645,0.8522681446220101,0.8596188064773629,0.8637855161026544,0.8861442951540542,0.8676103671428514,0.8426598153538376,0.8542344122613855,0.8618288514245623,0.8477867784621722,0.8467527843970655,0.8389153454730196,0.8598789695767974,0.8607267189545047,0.8588976895225945,0.8487911102858408,0.8579067328036895,0.8609578454329101,0.8724174533929235,0.8723849065491757,0.8521116668635028
2,ABT US  EQUITY,NET_OPERATING_ASSETS,-0.4767631390246349,-0.47787329094190645,-0.5397835779606691,-0.5022741138749945,-0.6979157338517159,-0.7044440674695333,-0.6456035436750615,-0.6177049123712338,-0.6410298787040357,-0.6161223769449028,-0.607197023968695,-0.5786742583863403,-0.6149011946611199,-0.6009787040287363,-0.7076725871014563,-0.6731975955222459,-0.6540470884024356,-0.5695665219380286,-0.6005240659932408,-0.5896797047914965,-0.4632791369458115,-0.46074616396825924,-0.44334990766267607,-1.1266513060711842,-1.2431184961300272,-1.1955645352456634,-1.2619592011132097,-1.1728004817047948,-1.2419135534489651,-1.1331708508748248,-1.0039942816320622,-1.0540736009149612,-1.0037672686400696,-1.0928267567148602,-1.156837338382372,-1.169039100507679,-1.105882273009917,-1.1229721651540625,-1.2244621382010121,-1.2844344385657431,-1.2016715290245898,-1.1040973635218263,-1.0462343229836797,-1.0475745549955613,-1.4913242787726333,-1.400975776527418,-1.5011783688473368,-1.5551911881466915,-1.5677923897991175,-1.5420052444888597,-1.5709195441786223,-1.6914059579431528,-1.6650884807944406,-1.4901141012244874,-1.3626041107970932,-1.7801452777418778,-1.8188607295112909,-1.7999889555102966,-1.9181389089303131,-2.333708846986074,-2.0803391120818144,-2.2293201320436564,-2.1529835332949907,-2.1590375238032893,-1.9714264965196666,-1.7862985336866115,-1.6679704749211521,-1.701006268530394,-1.5390325048441593,-1.4334554410205538,-1.5181609424408598,-0.6482530091737949,-0.6199619451129311,-0.7934126124600857,-0.7621233790786539,-0.764202633564628,-0.721859968139708,-0.8726041490615427,-0.816518061052955,-0.4637947098352686,-0.37995216792127784,-0.3553966359584301,-0.585600740778696,-0.6253314270497355,-0.5578622136502395,-0.3403682268552939,-0.46753711806925613,-1.7514664974233245,-1.6545289594307198,-1.5120597267756404,-1.7200756095228003,-1.6777854135479522,-1.635127496921778,-1.5347615468710896,-1.3396781833460085
3,ABBV US  EQUITY,NET_OPERATING_ASSETS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.02193217519680573,-0.0559530276047041,0.016221599374757534,0.07115865323402348,0.06953880963175138,0.13798999654293148,0.21585915410387393,0.305936000708454,0.267866943172598,0.2293605486174131,0.26543754913919543,0.13639664882218416,0.36837304735994425,0.359877547312021,-0.8577055191056622,-0.8152019391191803,-0.775471481831867,-0.7754261403094909,-1.151352506328386,-1.128222769446901,-1.1159281736883637,-1.1215168268913698,-1.0958973136112853,-0.9655061955221029,-0.8274521452927818,-0.7265975212360515,-0.661808352635092,-0.5785432529484077,-0.24748610106426722
4,ACN US  EQUITY,NET_OPERATING_ASSETS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6873983999927195,0.7971322692272188,0.7974391428037239,0.8097439916697196,0.8097601496905158,0.8007939688404365,0.7571052260886884,0.7268064752199208,0.7350163915933351,0.7159597880012968,0.7540295224957003,0.7440280631953841,0.7452271707502313,0.7515056263168712,0.750513384372847,0.7588809732623161,0.7697883545578871,0.7834726480715838,0.7815104857940744,0.7767029929677788,0.7882649895254885,0.7665444845587935,0.7708919246003607,0.7771345174596559,0.8058203644184395,0.8174348611079755,0.8291403366961845,0.8169091326866915,0.8494459489661463,0.8591087993048934,0.8562020692347813,0.8424001520873192,0.843141819859308,0.8435675233763527,0.8472929996813535,0.8639243370219836,0.8310486055619515,0.8292274854835642,0.8352427879587118,0.8419515075992179,0.8411631297715405,0.8419153548312197,0.8401311467367686,0.8522597439909603,0.8607692367782013,0.8576007227666593,0.8365465202529745,0.8647340832552687,0.8639116000293501,0.8714115857738459,0.8785704721996436,0.8688200502840316,0.7800595203813881,0.7898625139673658,0.844428520444967,0.850225825781001,0.7754021439212445,0.7612717985648819,0.7769119897448956,0.7172012915603677,0.6517932712810529,0.6643487085276162,0.7182547068695777,0.6913474890054061,0.6200253064077934,0.618905365669542,0.6187535041703154,0.5900098445570138,0.5678568077418628,0.608636781405303,0.6424494252395196,0.489649029398566
5,ATVI US  EQUITY,NET_OPERATING_ASSETS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05849856284255633,0.08541709573502478,0.11190488012751329,0.09517763849593497,0.06717868220652325,0.16017765547925478,0.16609136831457622,0.11881037018615764,0.14091712098450235,0.27424087171873096,0.26289233282408525,0.22452314225484854,0.2313398655480937,0.29892171978174686,0.3193891642684269,0.29538758711519936,0.28358561298769425,0.3474871542457847,0.36327057251300415,0.33843762495634394,0.1636425943290642,0.40435100479689146,0.40674124704994147,0.3904145287943188,0.39895662055003006,0.46047380924325537,0.46367064516483225,0.4349533167845162,0.4250436074538641,0.25334052996583456,0.2075756178439647,0.21316163719009554,0.229454147644672,0.2648312536854682,0.2955923995137134,0.29151655294450396,0.29601488930136133,0.40519148959309903,0.4236953771740154,0.3876406204372527,0.3871054872676428,0.41280942959565314,nan,nan,nan
6,AYI US  EQUITY,NET_OPERATING_ASSETS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6808473378133845,0.6869625445209849,0.6841422912415074,0.6561608738663122,0.62948297167045,0.6404495627391219,0.627760090015372,0.6663171715234325,0.6589386289792923,0.6589745302350271,0.6638974769235314,0.6667449148754445,0.6746786027845252,0.6876264729283015,0.7056823810539008,0.7097198581167483,0.7064268723232694,0.7236295916840845,0.7106972456555779,0.7162581992851046,0.7176877882425835,0.750228464026043,0.762469463283827,0.761906142457907,0.7829419774993902,0.8151333921905741,0.8232282627626883,0.8214522099342538,0.8069654699983709,0.8041877675769821,0.783862836008918,0.7917441785987356,0.8037073465193313,0.7813241039161839,0.7795067379710886,0.7917730099014715,0.7944973599324201,0.7892407572063646,0.7999418796409292,0.8091276134853327,0.8109327427035293,0.823258426965359,0.8225231824965955,0.8077021107426875,0.8316361987000773,0.8350471769683921,0.8451325659281497,0.8520057924031207,0.8629097213620114,0.8573814555638227,0.8664844405348362,0.8736024874228313,0.8919677818186617,0.8762978489716459,0.851942166403296,0.8618227023952475,0.8505016911969341,0.8176710395420972,0.8171305647762197,0.815136628087796,0.8278549190543826,0.8328962782180473,0.8333735663509391,0.8291409007843668,0.8356474377677553,0.8376550366717552,0.8433018919873274,0.8400179947884697,0.822830875463571
7,ADBE US  EQUITY,NET_OPERATING_ASSETS,0.7483056134679803,0.7552005351380352,0.7317891112768075,0.726038773255568,0.7233156947053075,0.7456820885433987,0.7388011838666868,0.7279581199613191,0.7242263616891427,0.7330155875151766,0.7429021900127142,0.7341174480208971,0.7438143592037596,0.7542735733352753,0.7723588028781779,0.7633805049720017,0.7761816517804964,0.8007161804665084,0.8004597351990609,0.793541358949194,0.7987555921757257,0.8127401921963366,0.8102927010649756,0.7957688366464828,0.7971322692272188,0.7932928730101736,0.8096083714745393,0.8058671471150833,0.7940530895156961,0.7504746115489428,0.725064964719457,0.7350163915933351,0.7159597880012968,0.7540295224957003,0.7440280631953841,0.7452271707502313,0.7515056263168712,0.7493212153805002,0.7584988142751892,0.7648761060884409,0.7790512448159608,0.776344850080166,0.7734962218070298,0.5080056550346953,0.514051400627581,0.5244594886414017,0.531114213604587,0.561906976729362,0.5692471917527143,0.5908605834682883,0.6080433168264009,0.6431106070575984,0.6558604825517181,0.6387110388850843,0.6128963679858993,0.6275328787778904,0.6376947624227953,0.6403792046314593,0.5100688494580121,0.5105653042004639,0.5082173423739221,0.5215810105367709,0.5145467031351484,0.5164536827766391,0.5364650696988348,0.535885861131603,0.5349695483087648,0.5234608039038923,0.5405325609013886,0.532821068820702,0.5539332155260563,0.5649091506072723,0.5803862839889632,0.5440839021206886,0.5720139362174144,0.5801211582591608,0.6038863705742132,0.6159039717724647,0.63816409217565,0.5880782333900781,0.5963690807842644,0.6036772739060091,0.6193508356715548,0.6193993111953446,0.6286772342180944,0.6364931087967081,0.6579730309184627,0.6531395074829972,0.661526325243635,0.6681482525430433,0.6819384277816104,0.7003770806022321,0.7158657392324053,0.6367947229335451,0.4141917851387087
8,AAP US  EQUITY,NET_OPERATING_ASSETS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7112408827080822,0.7194119445994881,0.6515185791102112,0.6528593554855944,0.6309490972765991,0.6049974426351526,0.6109328185522931,0.6042347427224267,0.6433812557421907,0.6407741104599946,0.6344553236990581,0.6405439917111589,0.6425267505642551,0.6525629943457494,0.6592770699137432,0.6787362793479268,0.6716794786777146,0.6611089926794402,0.6704755141023897,0.6633290856833476,0.6648672545631706,0.6597899808320578,0.684648016713661,0.698215298546756,0.7122308839068431,0.7121052321493682,0.7368133083311086,0.7516889972491517,0.7521768678544242,0.7283869077143389,0.7282222975546658,0.7378210977747521,0.7415724168419012,0.7583436229696201,0.7384549065372699,0.7468532957744813,0.7618744825603525,0.7672953194449376,0.7641900546899212,0.7768332659240268,0.7834343020418092,0.7815696591449904,0.8043042696849036,0.8016848106124738,0.7854208744127122,0.8077902393348394,0.8177720241324954,0.8089729027493603,0.8179355946992459,0.8264201877415706,0.8271270229792682,0.6838076003813548,0.6916236916300227,0.7077873949407728,0.7070334676407903,0.6882036831245893,0.6944903865216215,0.7019139433417751,0.6994609565047151,0.692167737992531,0.68952186291623,0.7031360736042721,0.7106671321493003,0.7058776776629047,0.7100750568472731,0.7146236184907699,0.7240453365864983,0.7315629385145258,0.7419634708435341,0.7328274186299057
9,AMD US  EQUITY,NET_OPERATING_ASSETS,0.37209918991892194,0.35266202168758964,0.3317422202582023,0.31822518365701385,0.31946405097879105,0.2961539574488472,0.3397836939008476,0.33013620174005165,0.319505261258271,0.3245593273504824,0.3543167492635816,0.32841275330278963,0.33497336196811267,0.28644929890030973,0.3050701224540827,0.2569771887171999,0.31042746934274723,0.3060763948306357,0.3619754750552974,0.3848893046032446,0.3916734648028908,0.4021688249208381,0.37644043710541963,0.37318417198430726,0.30969002782199423,0.3143796602415843,0.3243181855073723,0.3460315004712978,0.3049324664840868,0.31207980707157407,0.3683167031081348,0.3614199050805778,0.39284760891557874,0.31656170893602237,0.3286701839607233,0.3364283000998654,0.3180418639600272,0.30710245817395954,0.2973472838795169,0.3048377383027968,0.332464941077523,0.32759825069191395,0.45299286578237813,0.490246945425239,0.48250565885416896,0.4615278308400493,0.03174497303973971,0.054035692542379964,0.016309719277269694,0.07358501181053057,0.25439403630220314,0.28745649672392687,0.3944958126354602,0.4030955151613896,0.49730529376761934,0.5018698968701479,0.5216321693349726,0.5267062664036877,0.5296166209350031,0.7178709267212624,0.7312820489012545,0.7528486870956554,0.733716320270804,0.7019079727701493,0.7197701776228022,0.7287094632708593,0.7510888040987975,0.7921987020974927,0.7890911180007367,0.7609637731204276,0.798089104299569,0.8135072502509568,0.8220655091682948,0.8289994976772217,0.8328963323048774,0.812459864772686,0.814550132206726,0.8158325953982265,0.8651114825119194,0.8512318890837924,0.8341968632177749,0.8484618021100482,0.8622105954985321,0.8543205265605412,0.8599718015876155,0.8447067236327447,0.8656376453150189,0.8653145228524968,0.873387390966508,0.8639569442343252,0.8722065607006543,0.8749025421042678,0.8740763072866443,0.8702563384291423,0.8488582455968438
