,Dates,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/30/2000,12/31/2000,3/31/2001,6/30/2001,9/30/2001,12/31/2001,3/31/2002,6/30/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/31/2005,3/31/2006,6/30/2006,9/30/2006,12/31/2006,3/31/2007,6/30/2007,9/30/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/31/2011,3/31/2012,6/30/2012,9/30/2012,12/31/2012,3/31/2013,6/30/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/31/2016,3/31/2017,6/30/2017,9/30/2017,12/31/2017,3/31/2018,6/30/2018,9/30/2018,12/31/2018,
COP US  EQUITY,TOT_DEBT_TO_TOT_EQY,87.3039,82.8767,88.0475,70.1725,64.3998,60.7113,63.8441,53.7291,51.3605,49.9738,55.0595,54.6768,57.0024,68.425,87.7593,94.8919,96.5319,89.1559,82.7467,74.1176,141.8077,130.1183,102.0911,89.6306,81.4334,52.289,65.1255,60.3076,67.4389,67.8905,64.7683,57.1375,54.7062,55.5203,50.4999,46.5348,40.1785,37.9531,34.2293,30.3257,28.8856,26.4284,23.2036,43.8418,37.5335,34.0367,32.3609,27.5264,26.4923,24.8272,24.055,23.6889,23.4376,23.5099,48.7959,52.2823,50.6008,49.0491,45.7621,45.7101,39.8499,33.7557,34.1547,32.9108,32.8658,34.9034,34.4081,42.3012,49.5403,44.1068,44.8613,44.0089,44.3902,42.0436,41.2672,39.5479,38.1317,38.0644,43.1676,45.9333,50.8995,55.8658,62.0728,74.7456,75.8029,78.6949,77.4286,74.2535,76.9468,68.3902,63.9687,55.4919,47.9598,46.7502,46.6816,
ED US  EQUITY,TOT_DEBT_TO_TOT_EQY,68.3407,67.5825,67.2765,73.0286,73.7154,71.2234,72.5187,73.356,75.4303,71.0933,76.1539,70.4874,72.574,69.4185,68.7212,73.5238,84.5078,83.0405,96.2537,93.6012,99.0325,98.9274,105.0602,106.4045,112.1234,106.3815,105.8705,105.0517,106.9444,107.6011,88.9216,112.9397,102.0776,104.1088,106.2294,110.169,101.2281,98.3573,98.8092,101.4065,106.31,101.278,108.46,107.155,111.232,109.6065,106.745,105.6967,95.4972,99.6539,99.4642,98.3405,95.8253,98.1381,101.8464,107.5276,104.0659,106.0752,101.3095,104.5015,104.031,106.299,94.7578,97.3785,93.1438,91.506,91.6388,95.9117,102.5391,93.8271,95.2818,100.7822,104.174,100.263,101.4782,100.2253,101.654,99.2529,102.5507,99.5223,106.5093,103.0117,109.2872,107.2646,108.9053,102.9352,110.6389,108.2173,112.9535,103.865,107.6564,111.1679,114.398,112.9702,122.9942,
STZ US  EQUITY,TOT_DEBT_TO_TOT_EQY,79.6915,64.7922,139.9111,134.5596,123.1286,112.268,145.1614,119.6357,106.6887,97.0747,119.4997,102.426,94.7957,93.845,101.5046,212.6077,246.3406,291.549,283.2329,253.0378,240.2469,219.8149,220.0269,221.6239,178.2471,172.4841,165.542,149.5776,138.2998,126.827,117.9625,107.7051,192.9887,119.4903,99.9889,86.132,90.3905,83.7205,75.9984,118.323,113.0215,105.4804,101.324,94.4392,91.6795,136.293,129.9889,122.4726,159.4125,148.9275,133.9084,190.0828,183.7749,180.7983,204.2106,232.3324,185.8679,165.5508,151.9057,148.8763,174.8847,155.7019,137.0577,126.8192,110.2133,109.1623,117.6876,116.9469,148.7521,152.3127,143.9628,115.5613,169.2133,161.8593,148.954,140.9371,136.0923,131.0621,129.8811,124.0627,120.9141,120.4152,112.2228,120.7627,118.8822,111.9165,123.3491,134.1811,124.5167,112.6125,116.7447,127.466,95.6577,86.0289,117.7917,
GLW US  EQUITY,TOT_DEBT_TO_TOT_EQY,51.6371,61.3889,58.1087,53.7083,58.894,60.8209,61.5143,75.294,73.2183,69.6066,65.8789,67.5854,74.5021,53.645,53.6305,83.9731,63.1158,69.5094,63.9945,69.2177,42.6242,27.152,25.7219,37.9827,37.0217,71.079,68.7379,89.1336,88.3717,83.677,79.2051,87.7263,83.677,66.7419,53.93,51.1636,49.4138,45.756,73.7076,70.013,57.2208,45.0419,39.92,32.6763,29.7568,22.2635,23.9314,23.5359,19.3238,17.9681,16.7496,16.1077,14.6565,11.29,11.4648,11.8968,13.1075,14.5683,13.4505,12.8503,11.8755,11.4482,13.0774,11.9376,11.157,10.673,10.645,11.3162,14.7985,15.2229,15.5442,16.0591,13.6933,13.4893,13.0241,15.525,16.9989,16.8926,16.8558,15.0702,15.3051,19.0549,20.01,23.6548,24.6678,21.3349,22.0554,21.7261,21.3613,21.7533,26.6065,32.5174,35.8089,38.3557,37.974,43.1946
COST US  EQUITY,TOT_DEBT_TO_TOT_EQY,81.0756,74.8024,84.2027,79.6403,76.4821,70.8852,72.6391,42.8133,41.2829,37.4522,35.3365,33.1847,31.8651,30.6307,30.2164,28.3478,26.1984,25.479,24.0443,22.7061,21.816,18.3842,18.5693,18.0632,19.3216,21.0841,21.9689,18.6078,22.1156,22.6078,22.0101,21.9713,21.679,20.1183,19.2314,18.9148,18.0124,17.1906,14.2038,12.4034,11.9478,8.5937,6.7257,6.6114,6.4407,6.1398,6.3173,7.1053,25.9788,25.5585,25.1232,25.7191,24.8507,25.3007,26.466,25.7466,23.3898,22.1892,21.2348,20.7112,19.7047,20.064,18.5103,17.6922,17.1278,17.3308,18.1891,17.7861,10.4149,11.0561,10.7388,47.3597,45.9003,45.7501,43.7111,42.5741,41.4691,40.7511,40.0477,48.2494,55.7241,56.6725,55.2888,44.2852,43.5308,41.9316,41.6319,39.8993,39.0673,60.1679,57.0447,53.97,53.1132,49.5612,48.0748,45.7731
COTY US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,179.6164,179.6164,179.6164,174.3332,216.2901,191.4712,176.8657,176.496,162.8103,155.3433,144.5325,182.6049,342.8586,412.1039,454.5588,584.0091,246.0037,285.6193,729.1127,773.5019,930.5631,1298.157,65.7326,70.0631,72.3229,77.5264,73.9232,77.3261,79.0658,86.5202,96.5143,
CCI US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.0394,166.8909,168.186,168.645,176.9401,184.0291,150.337,167.6914,171.3864,165.8886,178.8379,186.4597,161.0554,183.2418,182.3544,119.9812,130.9629,122.7089,126.9776,133.5828,138.6239,
CSRA US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13.8153,16.0647,17.0501,1354.6326,3261.1111,1888.6667,1367.1569,848.1818,779.6657,697.3236,595.4262,460.3687,,,,
CSX US  EQUITY,TOT_DEBT_TO_TOT_EQY,84.1141,77.8641,67.3267,70.3475,62.3604,57.4247,95.4354,91.1449,130.113,122.8285,117.4298,117.4298,119.0322,108.5843,114.2687,120.113,122.412,125.6227,123.6796,122.7265,125.202,111.1993,113.6281,115.0937,114.0252,112.9887,116.1438,119.0267,115.5392,113.5194,113.0107,111.4028,116.4388,123.3207,113.4305,116.425,115.6845,107.9579,107.6494,95.1255,79.0337,77.4027,75.8109,72.0363,69.1038,69.5013,66.6741,65.0691,64.816,78.7627,83.5579,93.9144,87.9533,92.2664,97.3161,101.2675,97.5757,94.6254,91.3321,89.9156,92.5032,91.4795,99.5862,92.9648,97.0809,104.6686,109.1285,107.3024,102.181,100.3543,107.6182,100.7488,97.0296,91.7207,90.9653,87.7971,85.3723,86.313,87.1689,85.9146,87.4579,86.6724,90.2897,90.7806,90.6409,90.1371,96.5709,96.7864,101.9309,108.3012,80.2187,95.8029,98.3242,100.2694,117.3052,
CMI US  EQUITY,TOT_DEBT_TO_TOT_EQY,18.9142,23.1234,18.5123,23.8843,26.6504,26.219,31.4871,40.9913,41.7234,45.9762,44.339,85.3825,84.9158,94.1783,91.979,92.5844,85.6938,90.5233,80.8383,85.5453,86.4935,94.761,84.9432,95.4815,61.165,63.1918,69.5876,67.3021,70.584,69.9511,92.8922,92.3272,87.6221,86.0156,133.3022,126.7335,121.1289,106.6441,101.0566,80,75.0823,68.2139,65.438,59.9187,36.6557,36.448,26.538,21.7868,19.4226,19.1354,18.2064,17.7761,15.8657,16.0917,19.1954,21.2139,18.9152,17.9069,16.7662,18.1392,18.1731,18.4691,15.8327,14.7528,13.7937,12.8608,13.4282,12.2366,12.3349,11.7208,11.1127,11.3982,11.8004,24.022,22.1093,21.8904,20.7159,20.8596,20.8328,21.1426,20.4164,20.4554,21.1484,25.2066,26.0042,26.8309,25.8712,26.0166,22.9737,26.3404,24.5713,27.447,30.0464,30.5831,29.9794,
CVS US  EQUITY,TOT_DEBT_TO_TOT_EQY,48.0416,54.5688,23.1111,49.6369,26.6146,20.2118,53.9201,22.4,27.5632,14.0065,30.5477,37.7283,33.6845,33.2874,34.122,34.0819,38.0514,33.6682,27.9044,39.9451,39.3175,36.2117,26.6691,31.0211,28.2949,31.0036,23.4864,31.7039,27.0321,19.644,21.4181,20.6031,19.9137,19.2858,17.8734,12.3553,11.8827,43.6708,40.6758,40.1538,37.0036,35.0784,26.2759,24.6015,69.2524,68.7537,50.9942,20.0133,29.34,27.9396,33.4651,30.2882,28.4021,28.8326,33.998,31.5326,30.5292,33.5253,31.2107,31.8625,33.3436,30.4091,26.6524,25.7562,28.9581,28.7009,26.2966,24.1873,24.8279,27.1969,26.1015,25.2925,24.0991,26.4831,35.3261,35.0937,35.065,34.2596,33.9541,34.4966,35.3998,73.2168,73.7447,76.2371,82.3678,74.3533,74.7434,81.062,78.3788,73.9618,71.6328,168.3016,182.834,171.7165,125.4275,
DHI US  EQUITY,TOT_DEBT_TO_TOT_EQY,164.2906,98.1002,101.6283,95.6288,109.9686,134.4297,144.1128,150.7152,143.5016,183.9116,182.5651,154.5545,138.5852,145.7709,195.3423,148.3807,147.3742,163.0832,152.1528,137.912,144.3984,156.5653,155.143,149.6556,139.1722,140.5575,136.8233,125.647,126.9654,123.948,106.0687,93.5577,81.4428,91.547,89.8544,84.7859,89.2901,92.6944,87.0409,88.245,88.3536,90.227,97.709,92.6898,77.5986,76.7824,85.3196,77.3929,68.3064,91.1787,99.3984,123.7399,121.9612,107.7195,133.3122,128.1596,112.3899,98.377,83.992,79.5036,78.3216,75.0613,68.0174,60.5336,59.6577,58.9308,55.8082,64.1305,67.0975,80.8612,73.2924,80.524,78.0042,83.6468,63.2286,64.5839,64.651,65.4492,59.9023,56.5458,55.0648,50.6849,42.9477,41.1939,40.0842,38.8277,32.9864,37.0644,40.4462,38.628,35.2752,34.9769,35.9457,,,
DHR US  EQUITY,TOT_DEBT_TO_TOT_EQY,38.6735,57.2178,48.368,22.3227,19.504,38.0008,29.5312,25.6114,25.8247,25.2222,21.6219,55.0746,48.525,42.4337,35.954,28.8483,27.5875,25.2659,21.9244,26.2568,41.1517,43.4562,40.9399,58.0568,55.3921,54.2842,53.4729,45.274,44.6156,43.4602,43.5262,43.9166,40.4939,36.3077,35.618,35.4728,32.6512,31.2602,29.2292,27.9374,27.1424,21.1139,20.5049,16.1981,45.4484,36.9892,36.6266,32.9988,29.4322,24.1788,41.0122,36.6101,30.3019,26.6184,26.7045,29.1711,27.3972,26.3164,25.2207,24.3466,23.4278,21.7261,20.5091,18.5209,39.7019,35.5974,31.2589,27.5321,26.6937,24.8735,27.9979,22.6404,20.4021,16.3868,15.5848,15.1419,12.901,12.7513,14.8121,13.5845,13.0846,64.7521,54.1592,50.4197,58.3281,35.7293,53.166,50.2301,47.1311,42.9816,39.9051,38.6349,41.5829,38.3519,34.5074,
DRI US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,32.0273,34.3441,28.8404,30.5737,28.3225,33.1814,32.6963,32.9807,28.6766,35.091,32.4975,37.8203,33.5022,32.077,32.9858,35.2633,34.4356,46.8315,48.8599,43.8937,46.8994,54.1372,52.3518,51.5402,48.5199,56.6286,53.3158,58.6872,56.6318,55.5115,53.1755,58.2349,52.3966,56.6555,55.0037,56.8243,52.6945,51.5114,50.5776,51.0791,75.0692,63.4224,55.135,55.9946,57.2374,61.2322,61.9051,64.2302,56.3398,159.6328,148.0201,148.0201,136.5257,155.3601,136.264,114.6451,107.6753,104.6503,91.8104,89.3664,82.7684,90.956,83.3377,85.2236,94.1523,134.9787,120.7679,115.1303,113.0914,157.4005,142.1474,131.7407,133.0968,139.4959,128.6751,124.5306,76.8316,73.8162,68.4824,68.4423,59.9233,60.2523,23.3396,29.0984,24.4379,23.7671,22.3388,52.1578,45.4947,55.1136,45.9786,50.1185,40.7349,43.1987,
DVA US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,64.8821,118.0452,28.4063,37.6789,44.389,41.552,74.555,94.2751,122.4877,220.0163,237.7287,243.1679,246.9406,249.6715,284.1647,286.8543,417.7566,409.7813,388.025,311.5372,264.9553,229.5841,211.8693,164.4914,156.4241,154.3668,980.7341,1857.4906,1367.1767,1055.7719,778.8783,473.1978,343.2402,270.5468,223.6357,238.7242,238.7242,202.3881,181.2372,160.9132,442.6096,382.9599,342.7122,303.9053,274.1575,253.4697,226.8762,208.7157,196.908,190.2563,191.2434,179.1438,174.4395,166.3938,156.5791,150.4145,143.8001,135.1965,125.1443,122.5003,178.0335,168.814,181.4101,177.6329,164.0353,154.5375,148.4303,178.193,189.7276,186.4245,173.6021,166.8663,158.706,151.2335,153.9175,143.8599,136,141.1876,148.3057,151.0298,153.4966,156.2759,154.3767,149.804,156.3617,143.8048,144.7583,151.7428,158.3103,162.7076,179.7666,200.734,200.718,
DE US  EQUITY,TOT_DEBT_TO_TOT_EQY,187.2064,185.4877,172.2824,185.6151,177.4417,178.3195,156.5698,176.6228,183.3378,174.3568,174.3568,182.7376,199.5241,212.7153,198.8774,227.0547,242.7538,214.764,202.5841,218.5748,249.5873,235.583,244.6082,255.1193,278.603,282.5863,319.6032,326.2809,328.6692,317.5195,423.2328,449.5011,438.2515,394.1722,368.5915,331.5393,294.3638,283.9812,227.567,229.7056,247.6119,257.3749,271.8033,272.2972,252.1633,255.5124,263.0446,259.0346,264.904,263.9305,304.1952,309.8147,315.2457,311.8249,343.1812,394.9556,375.0949,333.472,509.0528,496.791,417.6485,389.4985,386.2836,366.8605,350.9148,347.4973,390.1686,413.6801,401.0641,421.1448,472.4628,434.7846,410.743,392.1481,335.7685,335.4842,339.9021,339.3409,407.6819,443.9106,456.3907,480.8311,545.3031,547.7755,525.6609,498.4116,544.119,504.8458,459.8108,436.3143,418.2495,437.4829,398.4273,408.1947,373.7758,379.4645
DAL US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,94.3729,88.5412,91.9114,230.8023,245.4716,424.0485,1895.9954,3197.6879,1693.6735,1964.8889,7019.5918,23494.4444,7931.1558,2148.951,1700.3344,2001.1873,1867.6433,1186.0884,1186.0884,1186.0884,1186.0884,1186.0884,1186.0884,1186.0884,1186.0884,8686.1314,97.4148,94.8716,84.5858,82.4577,109.6221,105.7484,96.8002,85.0749,76.765,75.1066,66.0796,60.4716,59.6728,71.2785,66.8744,62.9098,70.5028,68.8779,77.038,67.7977,120.7496,
XRAY US  EQUITY,TOT_DEBT_TO_TOT_EQY,39.7755,33.989,23.8892,39.699,35.1568,32.3409,27.5273,42.6538,37.422,35.0573,30.2649,32.5967,49.8124,48.2436,56.1198,55.5608,50.7378,42.3824,35.1033,32.6194,29.3423,25.8984,21.0111,50.5837,60.243,57.7732,119.8706,115.1757,108.3195,103.3225,92.497,89.33,84.7886,77.8859,72.355,66.7445,63.2312,61.2759,59.0361,53.7253,53.1577,59.7637,54.9471,50.7497,64.1306,60.0623,29.0533,31.6166,28.7566,34.5748,31.872,38.9828,36.1288,25.4928,27.0863,28.9628,23.272,20.7736,24.6112,25.3111,27.2712,31.9557,32.0313,33.4801,31.874,97.3095,93.767,86.4326,86.7061,76.3158,67.6166,67.1175,67.3423,57.9158,57.2558,58.172,52.8934,51.3098,54.3407,61.0074,51.6983,50.629,49.2904,14.0721,14.2094,18.9803,18.8558,18.9965,22.1179,21.6575,24.7695,24.8777,35.1102,33.5564,32.2872,
DVN US  EQUITY,TOT_DEBT_TO_TOT_EQY,45.5321,45.0804,65.2846,69.2125,67.3322,1.2928,1.2864,0,0,0,47.4925,0,0,0,60.2667,62.1661,63.5714,100.7597,95.8435,75.7298,82.0082,74.3041,62.5102,51.0069,53.9543,52.6605,202.1786,189.4692,167.893,168.6742,162.5188,142.1132,93.4789,87.0766,80.2628,75.6028,66.0955,62.8605,58.2419,58.2368,51.3046,49.1753,44.5364,43.2558,48.8328,42.9866,44.5648,40.9121,38.5858,38.1576,36.0265,34.9004,23.2578,19.1261,34.238,53.5002,53.7714,50.4538,46.7502,35.8891,33.4165,30.1791,29.2422,35.3789,37.0077,43.8679,45.637,49.3669,47.7075,51.5817,54.7232,61.6602,50.5831,48.8453,58.6468,61.934,47.4116,45.0501,42.7546,51.0404,59.7737,74.7394,118.5913,119.3852,142.4711,112.8516,79.8145,95.0467,93.1862,87.1711,48.667,72.7286,47.2214,67.9703,64.7398,
DLR US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,190.0569,213.8974,241.302,121.0787,99.1096,149.6538,103.8122,115.429,127.3322,113.4174,148.3629,132.3572,149.2565,116.1559,134.1368,121.9206,82.0746,94.0654,79.6957,87.937,87.4618,90.9141,96.6818,109.1536,131.5258,104.5682,132.8342,136.6138,149.844,143.7603,108.5437,113.9435,124.2639,124.1776,115.6629,122.3012,138.4446,131.1162,129.882,136.0723,129.1987,117.5352,115.5029,119.3879,124.8856,127.727,116.9429,130.0349,138.5026,141.838,115.9399,113.7621,122.3034,127.9516,75.4965,77.892,83.2638,83.9291,85.1485,102.0916,
DFS US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,84.6245,86.8536,98.2973,42.5775,39.3706,32.3078,30.9024,37.7865,63.4674,25.9862,21.4058,28.7842,319.2024,303.2514,289.7708,274.2164,276.7026,239.7685,222.5629,222.4824,212.4143,213.7792,213.169,204.6738,189.533,175.1053,177.2213,190.7114,184.2483,177.2867,186.3286,203.4938,205.9584,215.2446,210.5636,218.6253,218.7345,216.557,236.4502,224.7019,238.1092,234.8166,239.0006,241.7003,241.4129,241.0873,245.0799,244.6361,
DISCA US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6072,68.2543,65.0192,58.2202,57.6424,55.7505,54.2671,55.0206,53.5735,58.0459,56.3407,65.3516,66.3595,65.1173,64.5097,80.7354,83.469,83.3148,102.9958,103.268,104.5462,104.2676,111.9236,117.2357,121.4613,111.9351,141.5422,131.3343,119.8947,135.8925,142.3228,142.1232,146.6887,146.451,145.0931,143.3802,241.1148,295.1025,193.4186,182.6325,170.8394,162.0709,
DISCK US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6072,68.2543,65.0192,58.2202,57.6424,55.7505,54.2671,55.0206,53.5735,58.0459,56.3407,65.3516,66.3595,65.1173,64.5097,80.7354,83.469,83.3148,102.9958,103.268,104.5462,104.2676,111.9236,117.2357,121.4613,111.9351,141.5422,131.3343,119.8947,135.8925,142.3228,142.1232,146.6887,146.451,145.0931,143.3802,241.1148,295.1025,193.4186,182.6325,170.8394,162.0709,
DISH US  EQUITY,TOT_DEBT_TO_TOT_EQY,223.012,379.5364,268.3354,524.4981,636.2018,818.5073,1447.8715,8690.7011,8690.7011,8690.7011,1272.8764,2299.5054,8165.044,8165.044,8165.044,8165.044,1073.2537,1884.8356,1884.8356,1884.8356,1884.8356,1884.8356,1884.8356,1884.8356,1884.8356,1884.8356,1884.8356,884.8974,842.752,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,1254.2318,2714.2341,1333.9303,957.1577,957.1577,957.1577,957.1577,957.1577,957.1577,957.1577,957.1577,957.1577,957.1577,957.1577,957.1577,957.1577,957.1577,957.1577,8136.1417,8136.1417,8136.1417,5452.8246,6946.4187,16596.4204,3712.919,3832.6559,1944.1477,1367.2636,1188.1442,937.4785,853.6658,702.5371,568.4543,471.103,439.6876,453.687,358.1849,372.2303,357.3943,334.2888,313.9065,308.6305,276.3595,221.3128,209.1639,184.0885,174.5579,167.3553,
