,Dates,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/30/2000,12/31/2000,3/31/2001,6/30/2001,9/30/2001,12/31/2001,3/31/2002,6/30/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/31/2005,3/31/2006,6/30/2006,9/30/2006,12/31/2006,3/31/2007,6/30/2007,9/30/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/31/2011,3/31/2012,6/30/2012,9/30/2012,12/31/2012,3/31/2013,6/30/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/31/2016,3/31/2017,6/30/2017,9/30/2017,12/31/2017,3/31/2018,6/30/2018,9/30/2018,12/31/2018,
HD US  EQUITY,TOT_DEBT_TO_TOT_EQY,2.872,2.4354,6.1345,14.2646,5.6668,4.9955,21.5323,20.6365,19.9337,18.9743,18.6787,18.173,17.6274,16.7151,15.9716,18.0592,14.2062,13.4184,6.3089,6.3072,6.0264,5.7338,5.5575,10.3164,8.2838,7.8636,7.5882,6.9406,6.7631,6.4958,6.5709,6.7064,6.3884,6.0502,6.0869,6.0918,7.2919,7.2784,9.1085,8.937,9.0634,8.6797,12.3061,15.1808,23.9829,24.8926,29.3861,46.5881,45.4135,42.8445,71.0134,75.8157,68.5304,62.5556,61.8015,64.3191,63.549,59.6275,53.7926,49.9252,50.0594,50.1363,51.1378,51.612,59.1439,59.0961,60.6843,60.2749,60.2225,61.2737,60.9595,60.7302,78.0333,82.4267,112.6284,117.5851,121.3651,146.0766,165.45,184.4776,183.3116,224.3256,273.8155,337.4763,330.6709,314.6012,406.9904,544.6804,578.9248,702.5042,1006.2525,1858.8721,1528.9271,1269.1887,1953.3333,1953.3333
HON US  EQUITY,TOT_DEBT_TO_TOT_EQY,60.0598,48.007,55.9577,58.0331,58.1752,55.1527,46.1962,46.0143,48.1158,53.5415,52.5992,42.947,51.8764,48.8672,61.4376,67.5288,50.776,56.2973,58.9138,70.7099,63.9441,74.9143,57.9273,58.872,57.1429,59.2629,57.47,55.32,50.6802,47.1269,57.0196,56.418,55.7552,52.6811,48.094,51.2875,46.941,44.9531,46.8628,53.0925,49.618,47.5604,47.4447,48.6026,52.1133,47.7873,52.0885,65.4043,96.8077,95.1302,83.0297,83.5616,82.9256,96.3829,116.5298,112.7583,100.9929,85.7113,84.7955,83.0514,81.9676,69.2719,61.5927,64.674,63.3782,69.304,69.2992,66.7201,66.0018,60.4357,57.3747,56.8906,55.578,57.1087,50.2247,51.8539,49.1258,46.6296,48.8248,54.9132,51.5433,58.1659,64.5072,75.9565,73.9667,81.852,80.6905,77.4832,80.3289,79.0495,107.2705,102.8573,96.0963,99.0664,88.2875,
HRL US  EQUITY,TOT_DEBT_TO_TOT_EQY,2.7321,2.6953,2.6078,2.5752,2.373,2.384,16.4917,24.8117,24.5956,25.3541,25.2838,25.7491,26.1302,27.1144,25.9421,27.7507,27.6387,27.0807,26.8607,25.5537,25.2214,24.0098,21.0976,20.8517,53.3633,55.5373,50.3515,48.2953,47.2593,41.4587,37.9705,36.669,35.7972,35.024,32.6939,31.3442,29.0901,28.3299,26.9623,26.0075,31.2639,28.5076,22.612,21.8488,23.2701,23.0088,19.4363,18.942,18.2559,18.7188,22.2866,17.7769,18.484,21.0098,22.4151,21.9776,21.3724,18.9254,16.4759,15.8177,15.4467,15.1665,14.5431,13.7148,22.6993,9.3752,9.3991,9.1271,8.91,8.632,8.8498,8.5209,8.2841,8.1863,7.5379,7.3005,7.1161,6.9841,6.9213,6.6983,6.504,15.2439,10.8712,6.0045,5.8009,8.9896,5.6162,5.4641,5.3346,5.2596,5.061,17.0643,15.3027,13.3401,11.1483,10.9517
HST US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,311.8392,218.0909,201.2505,201.9522,302.0174,221.6873,224.2917,223.5195,317.0156,294.1028,314.1939,334.0847,329.6943,320.8486,329.1085,333.497,338.4958,346.9032,330.5677,251.519,266.2057,205.1197,218.5389,212.1783,233.3201,223.6224,223.1643,209.6019,166.5242,105.5781,107.0002,108.1509,117.0074,104.5659,102.504,99.4343,98.7173,101.337,102.8024,101.8018,103.223,99.5263,89.382,91.9213,85.1875,86.7503,86.3282,83.9644,84.2153,86.2332,79.3178,83.7287,87.2849,73.224,77.3835,77.1127,75.9643,63.9935,61.315,63.8621,54.2478,53.0612,53.1109,52.1138,52.8081,54.4173,59.9496,53.36,54.8843,50.4687,51.6236,50.6946,55.182,54.7074,54.5217,55.1541,58.5667,57.61,53.9194,49.87,
HPQ US  EQUITY,TOT_DEBT_TO_TOT_EQY,25.7028,30.0805,32.7477,37.0119,36.0944,40.9186,35.0052,21.0034,18.7014,18.6182,27.1371,27.71,20.9188,24.7286,19.552,17.1102,17.0898,22.0422,26.6138,10.6185,12.8644,34.3235,34.8863,37.9032,43.0162,39.8226,39.0669,42.1475,40.5053,23.0896,23.0896,25.2817,22.9616,21.1197,20.0657,20.0657,20.0657,20.0657,18.9916,19.1141,18.7331,15.4389,14.0494,14.0982,13.5343,18.6173,13.6194,15.1802,22.8499,23.3154,21.2402,19.2679,22.014,26.5463,45.8425,51.6786,46.0757,41.3627,38.8333,37.8864,40.3132,46.7982,54.6921,49.1082,54.8343,65.5209,78.5407,78.0855,72.1323,92.921,124.539,121.1979,111.9463,99.0792,81.6712,87.3637,79.0218,68.6215,71.9763,70.8482,77.5075,92.9272,31.5122,31.5122,31.5122,31.5122,31.5122,31.5122,31.5122,31.5122,31.5122,31.5122,31.5122,31.5122,31.5122,31.5122
HUM US  EQUITY,TOT_DEBT_TO_TOT_EQY,7.483,7.6797,19.425,17.2673,14.3436,16.0095,17.4149,15.3323,0.2168,42.3659,59.2272,53.3375,55.9466,55.6783,62.6185,58.5132,55.3369,39.4441,71.0568,64.9731,59.4966,55.9425,55.0208,51.4695,52.6056,49.8634,48.4928,47.3258,44.5147,42.1881,43.5609,42.1962,39.8032,49.0694,46.9344,44.9114,41.5881,36.9446,39.651,49.0049,45.8029,37.1099,44.2604,45.8393,51.0067,43.2638,51.171,51.0806,43.8222,41.355,48.5748,46.7019,45.9845,45.0977,48.4963,46.9544,36.307,33.8814,35.5372,31.419,29.5344,27.561,30.0116,26.5466,24.7973,24.9446,24.3706,23.2572,22.2117,21.7812,33.1751,31.6237,30.5517,29.9396,32.2349,29.4602,28.89,45.4815,43.1163,40.9399,43.9552,39.8822,42.4705,41.3302,39.4059,37.8821,40.2808,53.0389,46.5352,45.5,51.4225,52.5146,51.3662,50.7033,61.4113,
HBAN US  EQUITY,TOT_DEBT_TO_TOT_EQY,308.654,382.3591,369.8681,341.8799,361.7825,365.6516,318.8621,315.3313,297.8717,281.1336,304.7663,313.5049,274.2502,240.7019,268.2388,316.0374,301.7609,320.8004,292.0612,279.2764,257.2301,263.0251,237.7757,239.9884,231.2518,207.2965,206.7197,205.8826,216.4423,265.5773,290.2911,301.8465,286.1365,345.0159,363.089,333.9259,333.9871,309.6987,296.8949,235.6039,237.6044,247.3809,253.6342,216.3821,250.7411,211.5905,205.3131,204.1657,253.5371,141.4057,164.7053,183.8458,154.5046,154.0515,113.1825,138.1806,114.3568,103.6286,87.6857,95.5994,100.3627,98.4016,117.5486,108.3785,102.3271,96.2499,83.7738,74.1186,66.7331,47.5422,51.0283,38.5396,49.8541,50.4992,78.9868,73.7512,123.7305,107.5,106.3983,110.8964,113.3888,118.6949,116.1046,117.4514,131.6926,107.3163,116.4304,101.0101,122.8564,103.0976,131.8846,101.4503,106.0669,98.1617,95.8566,
HII US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,57.0633,57.0633,57.0633,57.0633,57.8279,138.0323,132.7427,161.5584,216.4144,201.634,185.5131,176.975,274.3628,257.0014,208.1329,193.369,116.9625,113.9654,112.492,104.8736,122.3443,123.1884,113.064,87.5839,85.4362,83.8264,79.1563,77.3002,77.314,78.1441,77.6364,74.8832,72.7531,74.5052,75.3973,70.2466,84.6306,
IDXX US  EQUITY,TOT_DEBT_TO_TOT_EQY,1.5062,0.6228,0.6044,0,0,0.9706,0.9296,1.3916,1.397,1.1475,1.35,0.8474,0.8112,0.477,3.0474,3.0838,2.8962,2.7081,1.246,1.2184,1.168,3.2,3.2367,3.295,3.078,2.945,2.7773,2.6723,0.3112,0.3015,0.3015,0.2785,0.1297,0.1213,0.1213,0.2909,0.2861,0.2869,0.4547,0.1356,0.1353,0.1422,0.1492,0,2.0866,1.8809,1.7384,19.9413,23.544,19.9698,17.9509,33.72,38.2917,38.8389,35.71,38.3982,34.0605,29.5991,24.0748,32.6438,26.428,23.8545,23.2082,21.8896,22.405,26.9022,45.6674,45.37,41.8628,38.0118,33.7129,41.5437,67.2356,74.5647,82.6674,90.9982,117.899,315.9441,764.5273,3079.6091,12828.0318,12828.0318,12828.0318,12828.0318,12828.0318,1795.7862,1795.7862,1795.7862,1795.7862,1795.7862,1795.7862,1795.7862,1795.7862,1795.7862,1795.7862,
INFO US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,33.8757,33.8757,33.8757,33.8757,27.9488,29.1957,25.7441,22.8913,19.1844,13.0936,24.9666,28.8919,39.0059,33.762,33.762,38.377,41.5605,47.9284,51.9689,51.2861,52.2627,52.3456,57.3451,76.7247,70.7553,
ITW US  EQUITY,TOT_DEBT_TO_TOT_EQY,24.5365,23.5118,41.1459,35.9546,37.8245,32.2575,50.4741,44.6342,44.3793,38.453,41.0698,39.774,37.7158,42.8511,38.5558,44.7195,46.1956,43.7605,39.7556,38.2976,38.1578,39.0216,36.5642,33.3102,34.2446,33.3484,26.1655,25.6687,26.459,24.737,23.7926,22.442,21.4221,13.4661,12.4005,11.807,11.9787,13.5361,14.7441,22.7515,22.4041,18.4607,16.0492,14.7639,12.2396,17.0921,15.7286,16.7464,15.8138,17.8399,24.5885,30.0115,30.8276,39.5262,47.9715,52.498,38.3078,35.6313,35.4797,35.8181,34.7035,38.0424,29.9658,32.2573,39.0819,46.3147,39.7671,47.0153,48.5694,48.6845,47.7578,48.7596,49.5748,49.0638,65.3414,88.8345,85.4265,96.5261,108.7192,151.6058,147.2484,153.4774,141.9663,134.1057,144.7273,160.5049,183.8225,175.1,168.6426,161.8981,181.4774,181.3356,195.8553,208.7986,226.5193,
ILMN US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0,0,0.9251,0.9251,0.9251,0.9251,0.8306,26.4741,30.9072,33.18,36.6539,40.6427,46.4348,50.5082,54.0601,54.0601,54.0601,54.0601,0,0,0,0,0.2373,0.1817,0.1817,0.1817,0.0255,150.426,150.426,124.5183,97.1672,97.1672,97.1672,97.1672,34.6689,32.1342,29.7639,28.4106,33.5786,31.366,28.9987,27.6239,26.0178,71.7334,68.2975,77.1453,75.0891,70.3316,69.8408,68.1934,63.8848,64.9005,61.3499,62.5335,56.6522,53.8897,117.6343,100.5212,88.258,80.1567,72.6499,56.3877,57.9756,48.5978,47.4724,44.267,45.3317,40.4598,42.0036,39.6777,40.1482,40.4501,37.7803,51.6002,51.1265,
INCY US  EQUITY,TOT_DEBT_TO_TOT_EQY,0.6442,0.6789,0.4863,0.1893,0.166,0.4272,0.2431,0.1665,0.1152,0.0475,0.8051,0.4136,0,0,0.4433,0.3092,0.2235,0.1443,0.1139,33.6615,33.7727,33.3342,30.1615,29.4367,29.6991,30.7416,40.7194,42.5089,42.6075,46.4646,56.8883,65.1228,72.3904,86.5122,108.7169,354.5146,793.3916,1231.6137,482.4,632.5345,1035.5434,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,9727.5539,649.9809,649.9809,649.9809,649.9809,649.9809,649.9809,649.9809,1196.1522,703.1261,362.1822,275.5862,213.9247,173.9077,155.3116,4.3071,2.2816,1.3489,1.4719,1.4908,1.4178,1.3796,0.9052,
IR US  EQUITY,TOT_DEBT_TO_TOT_EQY,96.8082,87.2343,74.241,73.7453,70.0015,67.8915,60.1624,60.2062,56.9579,50.4003,139.8413,118.1006,111.3285,99.8288,89.8795,90.4376,82.6424,79.0059,82.0713,93.7878,147.068,115.8169,38.5379,107.8997,99.0376,96.8563,72.0295,92.9181,102.0704,95.534,58.2222,72.6453,65.8708,58.6079,51.5301,51.702,43.2395,40.2135,32.795,35.6567,39.1055,38.9475,36.7407,35.753,27.0401,36.6109,36.2259,38.7999,27.1106,46.1238,18.159,17.3812,54.687,51.042,75.7768,79.2743,69.0649,57.5071,56.8522,54.9755,54.113,47.5882,45.6165,44.7665,43.3982,47.3755,51.9207,49.9363,44.5869,43.7742,44.671,44.0449,66.6342,49.0816,49.3767,55.5333,55.3128,55.6957,69.8779,78.5276,74.6378,78.8656,71.7411,76.4194,63.075,59.579,60.5838,61.2032,59.844,59.3566,56.3904,60.9308,63.5799,55.7032,57.9111,
INTC US  EQUITY,TOT_DEBT_TO_TOT_EQY,8.606,11.936,6.145,6.3871,4.6096,7.4245,6.6204,6.9792,3.7286,3.4242,3.9907,3.7341,3.2853,3.5552,3.6831,3.5631,3.1446,3.5913,3.6422,3.4374,3.4271,2.509,2.9071,3.2044,3.6447,3.5485,4.072,4.116,4.1147,3.7301,3.8485,3.4519,3.6602,3.3029,3.0651,3.2091,2.8865,2.8669,2.3432,1.8191,1.9886,1.865,6.6856,6.5894,6.7278,6.4426,5.5181,5.295,5.2118,4.8653,4.9623,5.3591,5.1213,6.0548,5.086,3.0744,3.0681,5.6977,5.3256,5.5524,4.9584,4.8893,4.2788,4.5133,4.4353,15.4867,15.9679,15.9324,14.7297,14.5243,26.2641,25.8448,24.9127,24.358,23.0809,22.7575,22.2695,23.6602,24.4429,24.0933,22.9379,36.5298,36.5751,41.4702,46.626,43.1493,37.6751,38.524,46.0222,44.0632,38.3673,40.3179,39.8042,38.715,35.1538,
ICE US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9.3997,15.4893,10.2854,0,0,0,0,0,20.1597,18.4251,16.68,15.0235,13.3272,11.9628,19.8303,18.8539,17.4027,15.8009,14.1179,12.6354,11.1989,17.9307,23.2989,20.5377,17.5993,14.8144,19.9759,28.0647,25.6757,25.3131,23.5721,30.786,24.2961,20.6966,19.3485,39.8174,36.8767,29.0325,32.3454,34.0607,33.5601,26.1395,28.2031,49.1294,44.7664,42.5047,40.4737,40.304,39.4843,37.0112,37.8426,35.914,40.5269,41.0689,45.6034,43.0066,
IBM US  EQUITY,TOT_DEBT_TO_TOT_EQY,92.6789,99.2984,96.459,100.582,107.107,108.2507,105.553,118.5154,127.8184,132.3193,135.8801,146.8116,149.9758,152.8092,151.3559,163.8425,151.5972,139.0423,138.238,144.1695,152.154,150.2584,138.557,134.3194,120.8711,129.9586,115.7924,108.056,120.7806,116.5309,114.1998,105.0055,89.7339,84.2568,84.8119,83.9666,76.0527,73.9041,72.3523,78.2487,78.732,70.8517,68.4059,68.6942,64.917,64.211,79.5692,86.1088,207.2337,171.9034,123.9032,122.4798,121.1109,125.0563,251.9308,210.2826,173.3019,123.1872,103.1949,107.5173,114.6959,111.2488,115.9934,124.4742,119.8397,126.2177,145.4707,142.9197,149.5161,147.4039,159.2604,164.6143,178.3593,169.3473,146.5698,226.1888,230.4345,269.7069,274.4714,263.7185,231.5531,237.5362,221.4642,242.9007,227.6023,198.5605,186.6246,188.66,188.6864,172.8856,227.6615,217.0312,209.9099,203.961,233.6149,
IP US  EQUITY,TOT_DEBT_TO_TOT_EQY,102.5973,82.5926,80.5659,83.891,83.4359,84.7253,85.6591,84.8394,88.7828,88.4116,86.6981,86.5492,76.2776,66.4034,87.6545,61.9008,65.8289,62.6889,61.6508,63.7711,97.1719,98.7281,97.1634,94.4348,97.7948,104.0872,100.3216,97.5193,92.5241,94.7455,122.7136,131.3362,158.9431,158.9025,157.592,157.6639,145.6628,160.5569,149.3369,141.5969,139.508,127.5413,142.5368,157.7527,148.0893,172.4707,88.3439,84.5485,85.9546,82.8788,74.382,73.259,99.2204,133.6295,274.3467,262.6828,214.9439,163.5282,144.4125,147.9676,150.3282,131.6662,122.4026,112.6205,106.4751,110.2193,141.8468,155.385,159.5151,142.4234,152.8029,143.2857,144.1281,128.3877,112.3239,119.1307,129.359,139.2002,178.0923,182.3906,197.4145,215.66,237.145,220.0704,233.4652,257.7678,259.5549,245.4724,245.6955,249.9696,170.5702,156.1734,167.3805,159.4644,144.3045,
IPG US  EQUITY,TOT_DEBT_TO_TOT_EQY,57.496,61.9293,58.3128,61.2261,58.5115,66.4155,52.341,75.8964,69.8693,77.1794,67.0989,56.7279,57.1297,53.7965,54.5852,74.108,78.1332,77.106,71.0204,75.5278,90.6049,108.1592,80.5691,123.0359,113.2161,158.901,150.7723,135.8256,125.4341,129.9718,121.5444,148.0415,118.7066,125.531,115.2042,86.9737,84.9315,110.0233,127.5388,139.6862,140.4811,150.7805,112.2932,124.6733,118.8904,117.6702,117.3318,123.5058,116.9105,112.7683,100.7289,92.5324,88.2358,88.134,83.6966,86.9015,80.7991,74.742,69.1731,71.198,77.2606,74.7482,60.7746,61.5355,63.8243,64.5627,64.5529,61.1283,61.0685,63.4993,91.2698,82.1724,86.6534,65.136,66.5027,68.3574,71.2434,74.1102,71.9422,80.3794,79.4757,82.6968,77.4327,78.5335,80.0123,78.3297,73.189,85.6632,80.7953,92.121,54.9352,87.5377,90.3872,143.5298,143.5767,
IFF US  EQUITY,TOT_DEBT_TO_TOT_EQY,2.628,2.1159,2.1316,2.2398,2.4135,1.9376,2.5283,2.4532,2.9369,2.396,1.5596,1.5958,2.1292,3.3093,3.5356,5.6991,5.8994,6.4311,11.218,19.3668,27.9791,41.2878,201.2466,240.6596,234.22,231.335,222.7043,214.5097,197.0161,187.0757,183.8852,184.8403,154.3487,143.971,119.1083,111.7414,103.3772,86.4809,75.2263,80.8432,84.9023,74.1998,103.8593,105.1243,76.6098,84.2718,89.1923,86.4693,80.908,216.7347,196.4755,209.9304,189.1873,164.3641,219.0944,188.2561,168.8327,151.7603,131.0423,124.2372,115.9555,99.7601,91.8669,88.1436,82.7531,76.0742,80.8136,72.4818,70.5156,72.2476,82.3257,77.5059,75.1563,64.8551,63.5843,61.4046,58.4086,57.3815,61.8854,60.0185,61.3515,74.6201,66.9423,91.9347,88.8687,80.5487,81.2546,95.1315,112.7449,94.9423,97.0318,96.2938,98.1486,108.4022,74.3335,
INTU US  EQUITY,TOT_DEBT_TO_TOT_EQY,2.263,1.574,1.627,2.4464,2.3501,1.8658,1.8538,1.2284,8.3339,8.7804,7.7992,5.5666,6.1512,3.2678,4.0063,2.5116,2.1539,4.2591,2.4389,1.9956,1.6898,1.6811,0.8932,2.651,0.7208,2.3514,2.5151,2.2141,1.2407,1.471,0.9351,0.7751,0.5225,0,0,0.9876,0,0,1.0329,0,0,0,0,0,0,0,0,0,51.3183,49.0006,53.6265,54.0443,48.5242,47.9838,51.0715,49.0318,38.3915,39.0301,43.9261,44.2376,34.9195,35.3775,38.1644,43.9261,35.3775,38.1881,42.3126,44.9393,17.6014,18.1851,18.1785,17.8725,13.9776,14.132,22.4371,22.3266,15.4107,16.2118,17.0482,21.198,21.4994,21.4408,80.8754,194.2278,80.1282,86.1326,117.5214,146.4968,29.4638,36.0414,72.7348,95.3328,19.0355,18.6066,15.2768,14.7711
ISRG US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8.1247,4.1454,3.3682,4.2764,3.9882,3.3634,3.4779,3.068,3.907,2.8258,4.8247,5.2591,4.7547,1.2118,1.0291,0.6184,0.5043,0.3925,0.2886,0.1934,0.1051,0.0491,0.0092,0,0,0,0,0,0.6024,0,1.0538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IVZ US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16.5513,21.869,17.47,18.0692,17.5738,13.3585,10.3529,10.0442,9.7851,9.3202,15.8241,15.7604,14.0553,14.1578,14.8796,13.0984,11.7055,13.1064,14.7125,13.9724,13.1064,17.1339,18.8668,15.2159,17.6957,17.6377,16.7643,17.0933,16.9817,17.705,17.2624,81.4752,84.732,24.77,25.7712,25.3717,82.395,26.0369,24.4028,72.2354,74.7445,21.9238,84.4931,78.373,81.8096,
IPGP US  EQUITY,TOT_DEBT_TO_TOT_EQY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.3199,17.3294,18.5623,15.2555,16.0471,17.2883,15.2969,16.0703,20.5025,20.5009,13.3525,9.3569,9.8094,9.6234,7.8293,15.379,6.5314,5.6885,17.0001,15.8966,3.7296,3.0293,2.8528,2.4176,3.0853,1.8573,1.6612,1.7201,1.5222,1.4381,1.3449,3.4046,3.0254,1.9134,1.679,1.56,1.4229,2.9805,2.7691,2.6207,2.4022,1.2505,2.5457,2.4221,2.2414,2.1724,2.0974,2.0568,,,,,,,,,
